category,part of speech,ojibwe word,definition,url
verb,vai,badaka'odizo,"s/he sticks, pricks h/ self (with something sharp); s/he gives h/self an injection",https://ojibwe.lib.umn.edu/main-entry/badaka-odizo-vai
verb,vti,badakakiiwebinan,throw it sticking into the ground,https://ojibwe.lib.umn.edu/main-entry/badakakiiwebinan-vti
noun,ni,badakashka'igan,a pitchfork,https://ojibwe.lib.umn.edu/main-entry/badakashka-igan-ni
verb,vai,badakaakose,it (animate) sticks in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakose-vai
verb,vii,badakaakose,it sticks in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakose-vii
verb,vti2,badakaakosidoon,stick it in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakosidoon-vti2
verb,vii,badakaakosin,it sticks in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakosin-vii
verb,vta,badakaakoshim,stick h/ in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakoshim-vta
verb,vai,badakaakoshin,s/he sticks in wood,https://ojibwe.lib.umn.edu/main-entry/badakaakoshin-vai
verb,vti2,badakibidoon,"hook, snag it",https://ojibwe.lib.umn.edu/main-entry/badakibidoon-vti2
verb,vai,badakibijige,s/he hooks something,https://ojibwe.lib.umn.edu/main-entry/badakibijige-vai
verb,vai,badakibine'o,s/he sticks a feather in h/ (own) hair or hat,https://ojibwe.lib.umn.edu/main-entry/badakibine-o-vai
noun,na,badakibine'on,"a plume, a single feather ornament worn in the hair",https://ojibwe.lib.umn.edu/main-entry/badakibine-on-na
verb,vta,badakibizh,"hook, grab onto h/ (with something sharp)",https://ojibwe.lib.umn.edu/main-entry/badakibizh-vta
verb,vii,badakide,"it sticks up, stands, stands up (from a surface), is planted in",https://ojibwe.lib.umn.edu/main-entry/badakide-vii
verb,vti2,badakidoon,"erect, plant it; set it up",https://ojibwe.lib.umn.edu/main-entry/badakidoon-vti2
verb,vai,badakidoondaneshin,s/he steps on something sharp and pricks h/ heel,https://ojibwe.lib.umn.edu/main-entry/badakidoondaneshin-vai
noun,ni,badakiga'igan,a pickaroon,https://ojibwe.lib.umn.edu/main-entry/badakiga-igan-ni
noun,ni,badakijigan,a post; a cornerpost,https://ojibwe.lib.umn.edu/main-entry/badakijigan-ni
verb,vai,badakijin,s/he gets pricked,https://ojibwe.lib.umn.edu/main-entry/badakijin-vai
noun,ni,badakijii'iganaak,a cribbage board,https://ojibwe.lib.umn.edu/main-entry/badakijii-iganaak-ni
verb,vai,badakijii'igewataadiwag,they play cribbage,https://ojibwe.lib.umn.edu/main-entry/badakijii-igewataadiwag-vai
noun,ni,badakijii'igewataadiwin,cribbage,https://ojibwe.lib.umn.edu/main-entry/badakijii-igewataadiwin-ni
verb,vai,badakininjiishin,h/ hand is stuck by something sharp,https://ojibwe.lib.umn.edu/main-entry/badakininjiishin-vai
verb,vii,badakise,it falls on or hits something and sticks into it,https://ojibwe.lib.umn.edu/main-entry/badakise-vii
verb,vai,badakise,s/he falls on or hits something and sticks into it,https://ojibwe.lib.umn.edu/main-entry/badakise-vai
verb,vti2,badakisidoon,"stick, set it in something; plant it in the ground",https://ojibwe.lib.umn.edu/main-entry/badakisidoon-vti2
verb,vii,badakisijigaade,"it is stuck in something, planted in the ground (by someone)",https://ojibwe.lib.umn.edu/main-entry/badakisijigaade-vii
verb,vai,badakisijigaazo,"s/he is stuck in something, planted in the ground (by someone)",https://ojibwe.lib.umn.edu/main-entry/badakisijigaazo-vai
verb,vai,badakisijige,"s/he sticks, sets things in something; plants things in the ground",https://ojibwe.lib.umn.edu/main-entry/badakisijige-vai
verb,vii,badakisin,"it sticks into something, sticks out of something",https://ojibwe.lib.umn.edu/main-entry/badakisin-vii
verb,vta,badakishim,"stick, set h/ in something; plant h/ in the ground",https://ojibwe.lib.umn.edu/main-entry/badakishim-vta
verb,vai,badakishin,"s/he sticks into, sticks out of something",https://ojibwe.lib.umn.edu/main-entry/badakishin-vai
verb,vta,badakizh,"erect, plant it (animate); set it (animate) up",https://ojibwe.lib.umn.edu/main-entry/badakizh-vta
verb,vai,badakizideshin,s/he steps on something sharp which sticks in h/ foot,https://ojibwe.lib.umn.edu/main-entry/badakizideshin-vai
verb,vai,badakizo,"it (animate) sticks up, stands up (from a surface), is planted in",https://ojibwe.lib.umn.edu/main-entry/badakizo-vai
verb,vai,bagaka'amaazo,s/he sings clearly,https://ojibwe.lib.umn.edu/main-entry/bagaka-amaazo-vai
verb,vta,bagakaabam,"see h/ clearly, spot h/ right away",https://ojibwe.lib.umn.edu/main-entry/bagakaabam-vta
verb,vii,bagakaaban,"it is daybreak, is light at dawn",https://ojibwe.lib.umn.edu/main-entry/bagakaaban-vii
verb,vti,bagakaabandan,"see it clearly, spot it right away",https://ojibwe.lib.umn.edu/main-entry/bagakaabandan-vti
verb,vai,bagakaabi,s/he sees clearly,https://ojibwe.lib.umn.edu/main-entry/bagakaabi-vai
verb,vii,bagakaagamin,it (a liquid) is clear and bright,https://ojibwe.lib.umn.edu/main-entry/bagakaagamin-vii
verb,vii,bagakaagonagaa,there is bright snow,https://ojibwe.lib.umn.edu/main-entry/bagakaagonagaa-vii
verb,vai,bagakaanzhe,it (animate) shines brightly,https://ojibwe.lib.umn.edu/main-entry/bagakaanzhe-vai
verb,vai,bagakaasige,it (animate) shines brightly,https://ojibwe.lib.umn.edu/main-entry/bagakaasige-vai
verb,vii,bagakaate,"it has a bright clear light, shines brightly",https://ojibwe.lib.umn.edu/main-entry/bagakaate-vii
verb,vii,bagakaatese,it flashes brightly,https://ojibwe.lib.umn.edu/main-entry/bagakaatese-vii
verb,vai2,bagakendam,"s/he has a clear mind, is aware",https://ojibwe.lib.umn.edu/main-entry/bagakendam-vai2
preverb,pv-lex,bagaki-,bright,https://ojibwe.lib.umn.edu/main-entry/bagaki-pv-lex
verb,vai,bagaki-ozaawadowe,s/he has yellow fur,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawadowe-vai
verb,vii,bagaki-ozaawaa,it is bright yellow,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawaa-vii
verb,vai,bagaki-ozaawaakigane,"s/he has a bright yellow chest, is yellow-breasted",https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawaakigane-vai
verb,vii,bagaki-ozaawegad,it (sheet-like) is yellow,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawegad-vii
verb,vai,bagaki-ozaawegizi,it (animate; sheet-like) is yellow,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawegizi-vai
noun,na,bagaki-ozaawi-miigwan,a yellow feather,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawi-miigwan-na
noun,na,bagaki-ozaawigwan,a yellow feather,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawigwan-na
verb,vai,bagaki-ozaawigwane,s/he (a bird) has yellow feathers,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawigwane-vai
verb,vai,bagaki-ozaawikoozhe,s/he has a yellow beak or bill,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawikoozhe-vai
verb,vai,bagaki-ozaawitigwaane,s/he has a yellow heads/he has blond hair,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawitigwaane-vai
verb,vai,bagaki-ozaawizi,it (animate) is bright yellow,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawizi-vai
verb,vai,bagaki-ozaawizide,s/he has yellow feet or (hind)paws,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawizide-vai
verb,vai,bagakinaagozi,s/he is seen clearlyit (animate) is bright (in color),https://ojibwe.lib.umn.edu/main-entry/bagakinaagozi-vai
verb,vii,bagakinaagwad,"it is seen clearly, appears obviousit looks bright",https://ojibwe.lib.umn.edu/main-entry/bagakinaagwad-vii
verb,vai,bagakipogozi,"s/he has a sharp, clean taste",https://ojibwe.lib.umn.edu/main-entry/bagakipogozi-vai
verb,vii,bagakipogwad,"it has a sharp, clean taste",https://ojibwe.lib.umn.edu/main-entry/bagakipogwad-vii
verb,vai2,bagakitam,s/he has acute hearing,https://ojibwe.lib.umn.edu/main-entry/bagakitam-vai2
verb,vti,bagakitan,"hear, understand it clearly",https://ojibwe.lib.umn.edu/main-entry/bagakitan-vti
verb,vta,bagakitaw,"hear, understand h/ clearly",https://ojibwe.lib.umn.edu/main-entry/bagakitaw-vta
verb,vai,bagakitaadiwag,"they hear, understand each other clearly",https://ojibwe.lib.umn.edu/main-entry/bagakitaadiwag-vai
verb,vai,bagakitaagozi,"s/he or it (animate) sounds clear, is heard clearly; s/he is understandable",https://ojibwe.lib.umn.edu/main-entry/bagakitaagozi-vai
verb,vii,bagakitaagwad,"it sounds clear, is heard clearly; it is understandable",https://ojibwe.lib.umn.edu/main-entry/bagakitaagwad-vii
verb,vai,bagakowe,"s/he has a clear voice, speaks clealy",https://ojibwe.lib.umn.edu/main-entry/bagakowe-vai
verb,vai,bagamademo,s/he arrives crying,https://ojibwe.lib.umn.edu/main-entry/bagamademo-vai
verb,vai,bagama'adoo,s/he arrives walking on the road or trail,https://ojibwe.lib.umn.edu/main-entry/bagama-adoo-vai
verb,vai,bagama'amaazo,s/he arrives singing,https://ojibwe.lib.umn.edu/main-entry/bagama-amaazo-vai
verb,vti2,bagama'oodoon,arrive transporting it (especially by boat),https://ojibwe.lib.umn.edu/main-entry/bagama-oodoon-vti2
verb,vta,bagama'oozh,arrive transporting h/ (especially by boat),https://ojibwe.lib.umn.edu/main-entry/bagama-oozh-vta
verb,vai,bagamakwazhiwe,sh/e arrives paddling; s/he arrives swimming (as fish),https://ojibwe.lib.umn.edu/main-entry/bagamakwazhiwe-vai
verb,vai2,bagamanaandam,s/he arrives hungry,https://ojibwe.lib.umn.edu/main-entry/bagamanaandam-vai2
verb,vii,bagamaabate,"it (smoke, an aroma) arrives",https://ojibwe.lib.umn.edu/main-entry/bagamaabate-vii
verb,vai,bagamaabaagwe,s/he arrives thirsty,https://ojibwe.lib.umn.edu/main-entry/bagamaabaagwe-vai
verb,vai,bagamaadagaa,s/he arrives swimming,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaa-vai
verb,vai,bagamaadagaako,s/he arrives on the ice,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaako-vai
verb,vai,bagamaadagaazii,s/he arrives wading,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaazii-vai
verb,vai,bagamaadage,s/he arrives swimming,https://ojibwe.lib.umn.edu/main-entry/bagamaadage-vai
verb,vai,bagamaada'e,ss/he arrives skating,https://ojibwe.lib.umn.edu/main-entry/bagamaada-e-vai
noun,ni,bagamaagan,a war club,https://ojibwe.lib.umn.edu/main-entry/bagamaagan-ni
verb,vai,bagamaagimose,"s/he arrives snowshoeing, gets somewhere snowshoeing",https://ojibwe.lib.umn.edu/main-entry/bagamaagimose-vai
verb,vai,bagamaagiwebishkige,"s/he gets here bicycling, arrives riding a bicycle",https://ojibwe.lib.umn.edu/main-entry/bagamaagiwebishkige-vai
verb,vai,bagamaagonagii,s/he arrives coming through the snow,https://ojibwe.lib.umn.edu/main-entry/bagamaagonagii-vai
verb,vii,bagamaa'an,it arrives drifting on the waves,https://ojibwe.lib.umn.edu/main-entry/bagamaa-an-vii
verb,vai,bagamaa'ogo,s/he arrives drifting on the waves,https://ojibwe.lib.umn.edu/main-entry/bagamaa-ogo-vai
verb,vta,bagamaajim,have news of h/ arrive,https://ojibwe.lib.umn.edu/main-entry/bagamaajim-vta
verb,vai,bagamaajimo,s/he arrives with news,https://ojibwe.lib.umn.edu/main-entry/bagamaajimo-vai
verb,vai,bagamaakwii,s/he arrives holding on (to something stick-like such as a railing or a handle),https://ojibwe.lib.umn.edu/main-entry/bagamaakwii-vai
verb,vai,bagamaamo,s/he arrives in flight seeking refuge,https://ojibwe.lib.umn.edu/main-entry/bagamaamo-vai
verb,vai,bagamaanagidoon,s/he arrives talking,https://ojibwe.lib.umn.edu/main-entry/bagamaanagidoon-vai
verb,vai,bagamaanike,"s/he arrives, gets to a place by digging",https://ojibwe.lib.umn.edu/main-entry/bagamaanike-vai
verb,vii,bagamaanimad,there is a gust of wind,https://ojibwe.lib.umn.edu/main-entry/bagamaanimad-vii
verb,vai,bagamaanimanishi,s/he gets caught in a gust of wind,https://ojibwe.lib.umn.edu/main-entry/bagamaanimanishi-vai
verb,vai,bagamaanimizi,s/he arrives in fear,https://ojibwe.lib.umn.edu/main-entry/bagamaanimizi-vai
verb,vai,bagamaapi,s/he arrives laughing,https://ojibwe.lib.umn.edu/main-entry/bagamaapi-vai
verb,vai,bagamaapine,s/he arrives sick,https://ojibwe.lib.umn.edu/main-entry/bagamaapine-vai
verb,vii,bagamaasin,"it is blown in (by the wind), sails, soars in; it arrives by air",https://ojibwe.lib.umn.edu/main-entry/bagamaasin-vii
verb,vai,bagamaashi,"s/he is blown in (by the wind); sails, soars in (to a destination); s/he arrives by air",https://ojibwe.lib.umn.edu/main-entry/bagamaashi-vai
verb,vii,bagamaashkaa,"waves move in, come in",https://ojibwe.lib.umn.edu/main-entry/bagamaashkaa-vii
verb,vai,bagamaawanidiwag,they arrive in a group,https://ojibwe.lib.umn.edu/main-entry/bagamaawanidiwag-vai
preverb,pv-lex,bagami-,arriving,https://ojibwe.lib.umn.edu/main-entry/bagami-pv-lex
verb,vai,bagami-ayaa,"s/he arrives, gets somewhere",https://ojibwe.lib.umn.edu/main-entry/bagami-ayaa-vai
verb,vii,bagami-ayaa,it arrives it comes to be,https://ojibwe.lib.umn.edu/main-entry/bagami-ayaa-vii
verb,vai,bagamiba'idiwag,they arrive together running,https://ojibwe.lib.umn.edu/main-entry/bagamiba-idiwag-vai
verb,vai,bagamiba'igo,"s/he arrives riding on a horse, arrives driving (drawn by horse or dog)",https://ojibwe.lib.umn.edu/main-entry/bagamiba-igo-vai
verb,vai,bagamiba'iwe,s/he arrives fleeing from people,https://ojibwe.lib.umn.edu/main-entry/bagamiba-iwe-vai
verb,vai,bagamibatoo,s/he arrives running,https://ojibwe.lib.umn.edu/main-entry/bagamibatoo-vai
verb,vii,bagamibide,"it arrives speeding, driving, flying",https://ojibwe.lib.umn.edu/main-entry/bagamibide-vii
verb,vai,bagamibizo,"s/he arrives speeding, driving, flying",https://ojibwe.lib.umn.edu/main-entry/bagamibizo-vai
verb,vai,bagamibizonike,s/he arrives driving,https://ojibwe.lib.umn.edu/main-entry/bagamibizonike-vai
verb,vai,bagamibii,s/he arrives drunk,https://ojibwe.lib.umn.edu/main-entry/bagamibii-vai
verb,vii,bagamibiisaa,rain is on the way,https://ojibwe.lib.umn.edu/main-entry/bagamibiisaa-vii
verb,vii,bagamibiisaan,rain is on the way,https://ojibwe.lib.umn.edu/main-entry/bagamibiisaan-vii
verb,vti,bagamidaabaadan,arrive dragging it,https://ojibwe.lib.umn.edu/main-entry/bagamidaabaadan-vti
verb,vii,bagamidaabaade,"it arrives, gets here pulled, pushed, or dragged (on something)",https://ojibwe.lib.umn.edu/main-entry/bagamidaabaade-vii
verb,vta,bagamidaabaazh,arrive dragging h/,https://ojibwe.lib.umn.edu/main-entry/bagamidaabaazh-vta
verb,vai,bagamidaabaazo,"s/he or it (animate) arrives, gets here pulled, pushed, or dragged (on something)",https://ojibwe.lib.umn.edu/main-entry/bagamidaabaazo-vai
verb,vai,bagamidaabii,s/he arrives pulling or dragging a load,https://ojibwe.lib.umn.edu/main-entry/bagamidaabii-vai
verb,vai,bagamidaabii'iwe,s/he arrives driving,https://ojibwe.lib.umn.edu/main-entry/bagamidaabii-iwe-vai
verb,vai,bagamigidaazo,"s/he arrives angry,  arrives mad",https://ojibwe.lib.umn.edu/main-entry/bagamigidaazo-vai
verb,vai,bagamigozi,"s/he moves in, arrives with h/ belongings",https://ojibwe.lib.umn.edu/main-entry/bagamigozi-vai
verb,vii,bagamijiwan,"it arrives flowing, flows in",https://ojibwe.lib.umn.edu/main-entry/bagamijiwan-vii
verb,vai,bagamine,s/he arrives sick,https://ojibwe.lib.umn.edu/main-entry/bagamine-vai
verb,vai,bagaminizhimo,s/he arives in flight,https://ojibwe.lib.umn.edu/main-entry/bagaminizhimo-vai
verb,vii,bagamipon,"the snow arrives, it starts snowing",https://ojibwe.lib.umn.edu/main-entry/bagamipon-vii
verb,vai,bagamise,s/he arrives flying,https://ojibwe.lib.umn.edu/main-entry/bagamise-vai
verb,vii,bagamise,it arrives flying,https://ojibwe.lib.umn.edu/main-entry/bagamise-vii
verb,vai,bagamishkaa,"s/he arrives paddling, arrives by boat",https://ojibwe.lib.umn.edu/main-entry/bagamishkaa-vai
verb,vai,bagamiwane,s/he arrives with pack,https://ojibwe.lib.umn.edu/main-entry/bagamiwane-vai
verb,vti,bagamiwebinan,get it there by throwing or shoving,https://ojibwe.lib.umn.edu/main-entry/bagamiwebinan-vti
verb,vai,bagamiwidaaso,"s/he arrives carrying a load, arrives hauling freight",https://ojibwe.lib.umn.edu/main-entry/bagamiwidaaso-vai
verb,vti2,bagamiwidoon,arrive carrying it,https://ojibwe.lib.umn.edu/main-entry/bagamiwidoon-vti2
verb,vta,bagamiwizh,arrive carrying h/,https://ojibwe.lib.umn.edu/main-entry/bagamiwizh-vta
verb,vai,bagamiinowag,"they arrive in a group (a swarm, a flock, a school)",https://ojibwe.lib.umn.edu/main-entry/bagamiinowag-vai
verb,vai,bagamiinowag,"they arrive in a group (a swarm, a flock, a school)",https://ojibwe.lib.umn.edu/main-entry/bagamiinowag-vai
verb,vai,bagamose,s/he arrives walking,https://ojibwe.lib.umn.edu/main-entry/bagamose-vai
verb,vai,bagamoode,s/he arrives crawling,https://ojibwe.lib.umn.edu/main-entry/bagamoode-vai
verb,vta,bagamoom,arrive carrying h/ on back,https://ojibwe.lib.umn.edu/main-entry/bagamoom-vta
verb,vai,bagamoomigo,s/he arrives on horseback,https://ojibwe.lib.umn.edu/main-entry/bagamoomigo-vai
verb,vti,bagamoondan,arrive carrying it on back,https://ojibwe.lib.umn.edu/main-entry/bagamoondan-vti
verb,vii,bagamwewebide,"it can be heard driving in, arriving",https://ojibwe.lib.umn.edu/main-entry/bagamwewebide-vii
verb,vai,bagamwewebizo,"s/he can be heard driving in, arriving",https://ojibwe.lib.umn.edu/main-entry/bagamwewebizo-vai
verb,vai2,bagamwewidam,"s/he arrives sounding, arrives vocalizing",https://ojibwe.lib.umn.edu/main-entry/bagamwewidam-vai2
verb,vai,bagandizi,"s/he is lazy, is shiftless, is incompetent",https://ojibwe.lib.umn.edu/main-entry/bagandizi-vai
verb,vai,bagaskanjige,s/he eats making slurping noise,https://ojibwe.lib.umn.edu/main-entry/bagaskanjige-vai
verb,vai,bagaskaadagaazii,s/he wades splashing through the water,https://ojibwe.lib.umn.edu/main-entry/bagaskaadagaazii-vai
verb,vta,bagaskidiye',slap h/ on the rear,https://ojibwe.lib.umn.edu/main-entry/bagaskidiye-vta
verb,vti,bagaskijii'an,hit it making a slapping noise,https://ojibwe.lib.umn.edu/main-entry/bagaskijii-an-vti
verb,vta,bagaskimisade',slap h/ on the stomach making a slapping sound,https://ojibwe.lib.umn.edu/main-entry/bagaskimisade-vta
verb,vta,bagaskindibe',club h/ on the head,https://ojibwe.lib.umn.edu/main-entry/bagaskindibe-vta
verb,vii,bagaskise,it falls and lands with a splat,https://ojibwe.lib.umn.edu/main-entry/bagaskise-vii
verb,vai,bagaskise,s/he falls and lands with a splat,https://ojibwe.lib.umn.edu/main-entry/bagaskise-vai
verb,vii,bagaskisin,it makes a splat hitting something or falling,https://ojibwe.lib.umn.edu/main-entry/bagaskisin-vii
verb,vai,bagaskishin,s/he makes a splat hitting something or falling,https://ojibwe.lib.umn.edu/main-entry/bagaskishin-vai
verb,vta,bagaskiingweganaam,smack h/ on the face,https://ojibwe.lib.umn.edu/main-entry/bagaskiingweganaam-vta
verb,vta,bagaskiingwe',slap h/ on the face making a slapping sound,https://ojibwe.lib.umn.edu/main-entry/bagaskiingwe-vta
noun,na,bagaan,"a nut, a hazelnut, a peanut",https://ojibwe.lib.umn.edu/main-entry/bagaan-na
noun,ni,bagaani-bimide,peanut butter,https://ojibwe.lib.umn.edu/main-entry/bagaani-bimide-ni
noun,na,bagaaniminzh,a hazelnut bush,https://ojibwe.lib.umn.edu/main-entry/bagaaniminzh-na
noun,na,bagaanimizhiins,a hazel bush,https://ojibwe.lib.umn.edu/main-entry/bagaanimizhiins-na
noun,na,bagesaan,a plum,https://ojibwe.lib.umn.edu/main-entry/bagesaan-na
noun,na,bagesaanaatig,a plum tree,https://ojibwe.lib.umn.edu/main-entry/bagesaanaatig-na
noun,ni,bagesaani-baashkiminasigan,plum sauce or jam,https://ojibwe.lib.umn.edu/main-entry/bagesaani-baashkiminasigan-ni
verb,vii,bagesaanikaa,there are (a lof of) plums,https://ojibwe.lib.umn.edu/main-entry/bagesaanikaa-vii
noun,na,bagesaaniminagaawanzh,a plum bush,https://ojibwe.lib.umn.edu/main-entry/bagesaaniminagaawanzh-na
verb,vai,bagese,s/he plays the dish game,https://ojibwe.lib.umn.edu/main-entry/bagese-vai
noun,ni,bagesewinaagan,dish used in the dish game,https://ojibwe.lib.umn.edu/main-entry/bagesewinaagan-ni
