ojibwe word,part of speech,url,definition
babiikwaanikwe'o,vai,https://ojibwe.lib.umn.edu/main-entry/babiikwaanikwe-o-vai,s/he combs h/ hair in a wave or waves
babiimwaagonatoon,vti2,https://ojibwe.lib.umn.edu/main-entry/babiimwaagonatoon-vti2,
babiimwaagone'idiwag,vai,https://ojibwe.lib.umn.edu/main-entry/babiimwaagone-idiwag-vai,they have a snowball fight
babiinitam,vai2,https://ojibwe.lib.umn.edu/main-entry/babiinitam-vai2,"s/he doesn't listen, doesn't follow instructions, disregards or disobers instructions"
babiinitaw,vta,https://ojibwe.lib.umn.edu/main-entry/babiinitaw-vta,"don't follow h/ instructions, disregard or disobey h/ instructions"
babiinzikawaagan,ni,https://ojibwe.lib.umn.edu/main-entry/babiinzikawaagan-ni,"a coat, a jacket"
babiisibii'an,vti,https://ojibwe.lib.umn.edu/main-entry/babiisibii-an-vti,"write it small, draw it small"
babiisibii'ige,vai,https://ojibwe.lib.umn.edu/main-entry/babiisibii-ige-vai,s/he writes small
babiisibiisaa,vii,https://ojibwe.lib.umn.edu/main-entry/babiisibiisaa-vii,"there is light rain, drizzle; it is drizzling"
babiiskijiitaa,vai,https://ojibwe.lib.umn.edu/main-entry/babiiskijiitaa-vai,"s/he bends, folds, flexes h/ body repeatedly"
babiiskinikeni,vai,https://ojibwe.lib.umn.edu/main-entry/babiiskinikeni-vai,"s/he bends, flexes h/ arms"
babiishigonan,,https://ojibwe.lib.umn.edu/main-entry/babiishigonan-,skip
babiitaakodoondaneshin,vai,https://ojibwe.lib.umn.edu/main-entry/babiitaakodoondaneshin-vai,s/he keeps hitting h/ heels on it (stick-like) accidentally
babiitaakoshkan,vti,https://ojibwe.lib.umn.edu/main-entry/babiitaakoshkan-vti,
babiiwanowe,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwanowe-vai,s/he has tiny cheeks
babiiwaabide,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwaabide-vai,s/he has tiny teeth
babiiwaakoziwag,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwaakoziwag-vai,they (animate; stick-like) are small
babiiwaakwadoon,vii,https://ojibwe.lib.umn.edu/main-entry/babiiwaakwadoon-vii,they (stick-like) are small
babiiwaawan,vii,https://ojibwe.lib.umn.edu/main-entry/babiiwaawan-vii,they are tiny
babiiwiminagadoon,vii,https://ojibwe.lib.umn.edu/main-entry/babiiwiminagadoon-vii,they are tiny (as something ball-like)
babiiwiminagiziwag,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwiminagiziwag-vai,they are tiny (as something ball-like)
babiiwinike,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwinike-vai,s/he has small arms; s/he has thin arms
babiiwininjii,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwininjii-vai,s/he has tiny hands
babiiwishkiinzhigwe,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwishkiinzhigwe-vai,s/he has small eyes
babiiwitawage,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwitawage-vai,s/he has tiny ears
babiiwizhenyiwag,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwizhenyiwag-vai,skip
babiiwizide,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwizide-vai,s/he has tiny feet
babiiwizidekawe,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwizidekawe-vai,s/he leaves tiny-footed tracks
babiiwizhiinyiwag,vai,https://ojibwe.lib.umn.edu/main-entry/babiiwizhiinyiwag-vai,they are tiny
babiizigaa,vii,https://ojibwe.lib.umn.edu/main-entry/babiizigaa-vii,skip
babiizigaakiz,vta,https://ojibwe.lib.umn.edu/main-entry/babiizigaakiz-vta,curl h/ hair (by heat)
babiizigaakizan,vti,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizan-vti,curl it (by heat)
babiizigaakizigan,ni,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizigan-ni,a curling iron
babiizigaakizige,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizige-vai,h/ hair is curled (by heat)
babiizigaakizigewigamig,ni,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizigewigamig-ni,"a beauty parlor, a hair dressing salon"
babiizigaakizigewikwe,na,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizigewikwe-na,a (female) hairdresser
babiizigaakizigewinini,na,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizigewinini-na,a (male) hairdresser
babiizigaakizo,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizo-vai,s/he curls h/ hair
babiizigaakizon,ni,https://ojibwe.lib.umn.edu/main-entry/babiizigaakizon-ni,a curler
babiizigaanikwe,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikwe-vai,s/he has curly hair
babiizigaanikweyaakizigan,ni,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikweyaakizigan-ni,a curling iron
babiizigaanikweyaakizige,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikweyaakizige-vai,"s/he curls hair, gives permanents"
babiizigaanikweyaakizigekwe,na,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikweyaakizigekwe-na,a hairdresser (female)
babiizigaanikweyaakizo,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikweyaakizo-vai,s/he has h/ hair curled (by heat); s/he gets a pemanent
babiizigaanikweyaakizwi,vta,https://ojibwe.lib.umn.edu/main-entry/babiizigaanikweyaakizwi-vta,curl h/ hair (by heat); give h/ a permanent
babiizigindibe,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigindibe-vai,s/he has curly hair
babiizigishkaa,vii,https://ojibwe.lib.umn.edu/main-entry/babiizigishkaa-vii,"it curls up, crinkles"
babiizigitaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigitaagozi-vai,s/he sounds hoarse; h/ voice is not clear
babiizigitigwaane,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigitigwaane-vai,s/he has curly hair
babiizigizi,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigizi-vai,"it (animate) is curly, is curled, is crinkled"
babiizigiigad,vii,https://ojibwe.lib.umn.edu/main-entry/babiizigiigad-vii,"it (sheet-like) is curled, is crinkled, is crumpled"
babiizigiigishkaa,vii,https://ojibwe.lib.umn.edu/main-entry/babiizigiigishkaa-vii,"it (sheet-like) curls up, wrinkles"
babiizigiigizi,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigiigizi-vai,"it (animate; sheet-like) is curled, is crinkled, is crumpled"
babiizigwagazhe,vai,https://ojibwe.lib.umn.edu/main-entry/babiizigwagazhe-vai,babiizigwagazhe
badagoshkan,vti,https://ojibwe.lib.umn.edu/main-entry/badagoshkan-vti,"cover it with h/ body, lie protectively on it"
badagoshkaw,vta,https://ojibwe.lib.umn.edu/main-entry/badagoshkaw-vta,"cover h/ with body, lie protectively on h/"
badagwana',vta,https://ojibwe.lib.umn.edu/main-entry/badagwana-vta,cover h/
badagwana'an,vti,https://ojibwe.lib.umn.edu/main-entry/badagwana-an-vti,cover it
badagwana'igan,ni,https://ojibwe.lib.umn.edu/main-entry/badagwana-igan-ni,"a cover, a tarpaulin"
badagwana'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/badagwana-igaade-vii,"it is covered (by someone), ""they"" cover it"
badagwana'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/badagwana-igaazo-vai,"s/he is covered (by someone), ""they"" cover h/"
badagwana'ige,vai,https://ojibwe.lib.umn.edu/main-entry/badagwana-ige-vai,s/he covers things
badagwana'wi,vta,https://ojibwe.lib.umn.edu/main-entry/badagwana-wi-vta,
badagwiingweshin,vai,https://ojibwe.lib.umn.edu/main-entry/badagwiingweshin-vai,s/he lies with h/ face covered
badaka',vta,https://ojibwe.lib.umn.edu/main-entry/badaka-vta,"stick  h/ with something sharp, prick h/, use a fork on h/give h/ an injection, a shot"
badaka'an,vti,https://ojibwe.lib.umn.edu/main-entry/badaka-an-vti,"stick it (with something sharp), prick it, use a fork on it"
badaka'igan,ni,https://ojibwe.lib.umn.edu/main-entry/badaka-igan-ni,a fork
badaka'ige,vai,https://ojibwe.lib.umn.edu/main-entry/badaka-ige-vai,"s/he sticks something in things, pricks things"
badaka'odizo,vai,https://ojibwe.lib.umn.edu/main-entry/badaka-odizo-vai,"s/he sticks, pricks h/ self (with something sharp); s/he gives h/self an injection"
badaka'wi,vta,https://ojibwe.lib.umn.edu/main-entry/badaka-wi-vta,
badakakiiwebinan,vti,https://ojibwe.lib.umn.edu/main-entry/badakakiiwebinan-vti,throw it sticking into the ground
badakashka'igan,ni,https://ojibwe.lib.umn.edu/main-entry/badakashka-igan-ni,a pitchfork
badakaakose,vai,https://ojibwe.lib.umn.edu/main-entry/badakaakose-vai,it (animate) sticks in wood
badakaakose,vii,https://ojibwe.lib.umn.edu/main-entry/badakaakose-vii,it sticks in wood
badakaakosidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/badakaakosidoon-vti2,stick it in wood
badakaakosin,vii,https://ojibwe.lib.umn.edu/main-entry/badakaakosin-vii,it sticks in wood
badakaakoshim,vta,https://ojibwe.lib.umn.edu/main-entry/badakaakoshim-vta,stick h/ in wood
badakaakoshin,vai,https://ojibwe.lib.umn.edu/main-entry/badakaakoshin-vai,s/he sticks in wood
badakibidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/badakibidoon-vti2,"hook, snag it"
badakibijige,vai,https://ojibwe.lib.umn.edu/main-entry/badakibijige-vai,s/he hooks something
badakibine'o,vai,https://ojibwe.lib.umn.edu/main-entry/badakibine-o-vai,s/he sticks a feather in h/ (own) hair or hat
badakibine'on,na,https://ojibwe.lib.umn.edu/main-entry/badakibine-on-na,"a plume, a single feather ornament worn in the hair"
badakibizh,vta,https://ojibwe.lib.umn.edu/main-entry/badakibizh-vta,"hook, grab onto h/ (with something sharp)"
badakide,vii,https://ojibwe.lib.umn.edu/main-entry/badakide-vii,"it sticks up, stands, stands up (from a surface), is planted in"
badakidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/badakidoon-vti2,"erect, plant it; set it up"
badakidoondaneshin,vai,https://ojibwe.lib.umn.edu/main-entry/badakidoondaneshin-vai,s/he steps on something sharp and pricks h/ heel
badakiga'igan,ni,https://ojibwe.lib.umn.edu/main-entry/badakiga-igan-ni,a pickaroon
badakijigan,ni,https://ojibwe.lib.umn.edu/main-entry/badakijigan-ni,a post; a cornerpost
badakijin,vai,https://ojibwe.lib.umn.edu/main-entry/badakijin-vai,s/he gets pricked
badakijii'iganaak,ni,https://ojibwe.lib.umn.edu/main-entry/badakijii-iganaak-ni,a cribbage board
badakijii'igewataadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/badakijii-igewataadiwag-vai,they play cribbage
badakijii'igewataadiwin,ni,https://ojibwe.lib.umn.edu/main-entry/badakijii-igewataadiwin-ni,cribbage
badakininjiishin,vai,https://ojibwe.lib.umn.edu/main-entry/badakininjiishin-vai,h/ hand is stuck by something sharp
badakise,vii,https://ojibwe.lib.umn.edu/main-entry/badakise-vii,it falls on or hits something and sticks into it
badakise,vai,https://ojibwe.lib.umn.edu/main-entry/badakise-vai,s/he falls on or hits something and sticks into it
badakisidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/badakisidoon-vti2,"stick, set it in something; plant it in the ground"
badakisijigaade,vii,https://ojibwe.lib.umn.edu/main-entry/badakisijigaade-vii,"it is stuck in something, planted in the ground (by someone)"
badakisijigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/badakisijigaazo-vai,"s/he is stuck in something, planted in the ground (by someone)"
badakisijige,vai,https://ojibwe.lib.umn.edu/main-entry/badakisijige-vai,"s/he sticks, sets things in something; plants things in the ground"
badakisin,vii,https://ojibwe.lib.umn.edu/main-entry/badakisin-vii,"it sticks into something, sticks out of something"
badakishim,vta,https://ojibwe.lib.umn.edu/main-entry/badakishim-vta,"stick, set h/ in something; plant h/ in the ground"
badakishin,vai,https://ojibwe.lib.umn.edu/main-entry/badakishin-vai,"s/he sticks into, sticks out of something"
badakizh,vta,https://ojibwe.lib.umn.edu/main-entry/badakizh-vta,"erect, plant it (animate); set it (animate) up"
badakizideshin,vai,https://ojibwe.lib.umn.edu/main-entry/badakizideshin-vai,s/he steps on something sharp which sticks in h/ foot
badakizo,vai,https://ojibwe.lib.umn.edu/main-entry/badakizo-vai,"it (animate) sticks up, stands up (from a surface), is planted in"
bagaka'amaazo,vai,https://ojibwe.lib.umn.edu/main-entry/bagaka-amaazo-vai,s/he sings clearly
bagakaabam,vta,https://ojibwe.lib.umn.edu/main-entry/bagakaabam-vta,"see h/ clearly, spot h/ right away"
bagakaaban,vii,https://ojibwe.lib.umn.edu/main-entry/bagakaaban-vii,"it is daybreak, is light at dawn"
bagakaabandan,vti,https://ojibwe.lib.umn.edu/main-entry/bagakaabandan-vti,"see it clearly, spot it right away"
bagakaabi,vai,https://ojibwe.lib.umn.edu/main-entry/bagakaabi-vai,s/he sees clearly
bagakaagamin,vii,https://ojibwe.lib.umn.edu/main-entry/bagakaagamin-vii,it (a liquid) is clear and bright
bagakaagonagaa,vii,https://ojibwe.lib.umn.edu/main-entry/bagakaagonagaa-vii,there is bright snow
bagakaanzhe,vai,https://ojibwe.lib.umn.edu/main-entry/bagakaanzhe-vai,it (animate) shines brightly
bagakaasige,vai,https://ojibwe.lib.umn.edu/main-entry/bagakaasige-vai,it (animate) shines brightly
bagakaate,vii,https://ojibwe.lib.umn.edu/main-entry/bagakaate-vii,"it has a bright clear light, shines brightly"
bagakaatese,vii,https://ojibwe.lib.umn.edu/main-entry/bagakaatese-vii,it flashes brightly
bagakendam,vai2,https://ojibwe.lib.umn.edu/main-entry/bagakendam-vai2,"s/he has a clear mind, is aware"
bagaki-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/bagaki-pv-lex,bright
bagaki-ozaawadowe,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawadowe-vai,s/he has yellow fur
bagaki-ozaawaa,vii,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawaa-vii,it is bright yellow
bagaki-ozaawaakigane,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawaakigane-vai,"s/he has a bright yellow chest, is yellow-breasted"
bagaki-ozaawegad,vii,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawegad-vii,it (sheet-like) is yellow
bagaki-ozaawegizi,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawegizi-vai,it (animate; sheet-like) is yellow
bagaki-ozaawi-miigwan,na,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawi-miigwan-na,a yellow feather
bagaki-ozaawigwan,na,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawigwan-na,a yellow feather
bagaki-ozaawigwane,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawigwane-vai,s/he (a bird) has yellow feathers
bagaki-ozaawikoozhe,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawikoozhe-vai,s/he has a yellow beak or bill
bagaki-ozaawitigwaane,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawitigwaane-vai,s/he has a yellow heads/he has blond hair
bagaki-ozaawizi,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawizi-vai,it (animate) is bright yellow
bagaki-ozaawizide,vai,https://ojibwe.lib.umn.edu/main-entry/bagaki-ozaawizide-vai,s/he has yellow feet or (hind)paws
bagakinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/bagakinaagozi-vai,s/he is seen clearlyit (animate) is bright (in color)
bagakinaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/bagakinaagwad-vii,"it is seen clearly, appears obviousit looks bright"
bagakipogozi,vai,https://ojibwe.lib.umn.edu/main-entry/bagakipogozi-vai,"s/he has a sharp, clean taste"
bagakipogwad,vii,https://ojibwe.lib.umn.edu/main-entry/bagakipogwad-vii,"it has a sharp, clean taste"
bagakitam,vai2,https://ojibwe.lib.umn.edu/main-entry/bagakitam-vai2,s/he has acute hearing
bagakitan,vti,https://ojibwe.lib.umn.edu/main-entry/bagakitan-vti,"hear, understand it clearly"
bagakitaw,vta,https://ojibwe.lib.umn.edu/main-entry/bagakitaw-vta,"hear, understand h/ clearly"
bagakitaadiwag,vai,https://ojibwe.lib.umn.edu/main-entry/bagakitaadiwag-vai,"they hear, understand each other clearly"
bagakitaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/bagakitaagozi-vai,"s/he or it (animate) sounds clear, is heard clearly; s/he is understandable"
bagakitaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/bagakitaagwad-vii,"it sounds clear, is heard clearly; it is understandable"
bagakowe,vai,https://ojibwe.lib.umn.edu/main-entry/bagakowe-vai,"s/he has a clear voice, speaks clealy"
bagamademo,vai,https://ojibwe.lib.umn.edu/main-entry/bagamademo-vai,s/he arrives crying
bagama'adoo,vai,https://ojibwe.lib.umn.edu/main-entry/bagama-adoo-vai,s/he arrives walking on the road or trail
bagama'amaazo,vai,https://ojibwe.lib.umn.edu/main-entry/bagama-amaazo-vai,s/he arrives singing
bagama'oodoon,vti2,https://ojibwe.lib.umn.edu/main-entry/bagama-oodoon-vti2,arrive transporting it (especially by boat)
bagama'oozh,vta,https://ojibwe.lib.umn.edu/main-entry/bagama-oozh-vta,arrive transporting h/ (especially by boat)
bagamakwazhiwe,vai,https://ojibwe.lib.umn.edu/main-entry/bagamakwazhiwe-vai,sh/e arrives paddling; s/he arrives swimming (as fish)
bagamanaandam,vai2,https://ojibwe.lib.umn.edu/main-entry/bagamanaandam-vai2,s/he arrives hungry
bagamaabate,vii,https://ojibwe.lib.umn.edu/main-entry/bagamaabate-vii,"it (smoke, an aroma) arrives"
bagamaabaagwe,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaabaagwe-vai,s/he arrives thirsty
bagamaadagaa,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaa-vai,s/he arrives swimming
bagamaadagaako,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaako-vai,s/he arrives on the ice
bagamaadagaazii,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaadagaazii-vai,s/he arrives wading
bagamaadage,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaadage-vai,s/he arrives swimming
bagamaada'e,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaada-e-vai,ss/he arrives skating
bagamaagan,ni,https://ojibwe.lib.umn.edu/main-entry/bagamaagan-ni,a war club
bagamaagimose,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaagimose-vai,"s/he arrives snowshoeing, gets somewhere snowshoeing"
bagamaagiwebishkige,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaagiwebishkige-vai,"s/he gets here bicycling, arrives riding a bicycle"
bagamaagonagii,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaagonagii-vai,s/he arrives coming through the snow
bagamaa'an,vii,https://ojibwe.lib.umn.edu/main-entry/bagamaa-an-vii,it arrives drifting on the waves
bagamaa'ogo,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaa-ogo-vai,s/he arrives drifting on the waves
bagamaajim,vta,https://ojibwe.lib.umn.edu/main-entry/bagamaajim-vta,have news of h/ arrive
bagamaajimo,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaajimo-vai,s/he arrives with news
bagamaakwii,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaakwii-vai,s/he arrives holding on (to something stick-like such as a railing or a handle)
bagamaamo,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaamo-vai,s/he arrives in flight seeking refuge
bagamaanagidoon,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaanagidoon-vai,s/he arrives talking
bagamaanike,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaanike-vai,"s/he arrives, gets to a place by digging"
bagamaanimad,vii,https://ojibwe.lib.umn.edu/main-entry/bagamaanimad-vii,there is a gust of wind
bagamaanimanishi,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaanimanishi-vai,s/he gets caught in a gust of wind
bagamaanimizi,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaanimizi-vai,s/he arrives in fear
bagamaapi,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaapi-vai,s/he arrives laughing
bagamaapine,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaapine-vai,s/he arrives sick
bagamaasin,vii,https://ojibwe.lib.umn.edu/main-entry/bagamaasin-vii,"it is blown in (by the wind), sails, soars in; it arrives by air"
bagamaashi,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaashi-vai,"s/he is blown in (by the wind); sails, soars in (to a destination); s/he arrives by air"
bagamaashkaa,vii,https://ojibwe.lib.umn.edu/main-entry/bagamaashkaa-vii,"waves move in, come in"
bagamaawanidiwag,vai,https://ojibwe.lib.umn.edu/main-entry/bagamaawanidiwag-vai,they arrive in a group
bagami-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/bagami-pv-lex,arriving
bagami-ayaa,vai,https://ojibwe.lib.umn.edu/main-entry/bagami-ayaa-vai,"s/he arrives, gets somewhere"
bagami-ayaa,vii,https://ojibwe.lib.umn.edu/main-entry/bagami-ayaa-vii,it arrives it comes to be
bagamiba'idiwag,vai,https://ojibwe.lib.umn.edu/main-entry/bagamiba-idiwag-vai,they arrive together running
